5.69,"p":-0.69,"r":15.96},"acceleration":{"x":-2148,"y":-553,"z":5141}}
0.2:{"time":172518,"ypr":{"y":-7.92,"p":8.83,"r":9.22},"acceleration":{"x":-427,"y":-2182,"z":5424}}
0.2:{"time":172533,"ypr":{"y":-8.86,"p":10.15,"r":9.78},"acceleration":{"x":300,"y":-2034,"z":5484}}
0.2:{"time":172548,"ypr":{"y":-9.73,"p":11.12,"r":10.29},"acceleration":{"x":693,"y":-1688,"z":5401}}
0.2:{"time":172563,"ypr":{"y":-10.56,"p":11.83,"r":10.72},"acceleration":{"x":988,"y":-1148,"z":5467}}
0.2:{"time":172578,"ypr":{"y":-11.35,"p":12.22,"r":10.90},"acceleration":{"x":1185,"y":-795,"z":5613}}
0.2:{"time":172593,"ypr":{"y":-12.10,"p":12.26,"r":10.89},"acceleration":{"x":1235,"y":-609,"z":5630}}
0.2:{"time":172608,"ypr":{"y":-12.87,"p":12.03,"r":10.71},"acceleration":{"x":1197,"y":-614,"z":5417}}
0.2:{"time":172622,"ypr":{"y":-13.61,"p":11.59,"r":10.41},"acceleration":{"x":985,"y":-876,"z":5263}}
0.2:{"time":172638,"ypr":{"y":-14.29,"p":11.01,"r":10.12},"acceleration":{"x":551,"y":-1382,"z":5065}}
0.2:{"time":172653,"ypr":{"y":-14.90,"p":10.51,"r":9.95},"acceleration":{"x":-19,"y":-1950,"z":4971}}
0.2:{"time":172667,"ypr":{"y":-15.46,"p":10.30,"r":9.87},"acceleration":{"x":-422,"y":-2630,"z":5010}}
0.2:{"time":172683,"ypr":{"y":-16.00,"p":10.46,"r":10.04},"acceleration":{"x":-752,"y":-3093,"z":4783}}
0.2:{"time":172698,"ypr":{"y":-16.53,"p":11.00,"r":10.40},"acceleration":{"x":-1063,"y":-3313,"z":4433}}
0.2:{"time":172712,"ypr":{"y":-17.12,"p":11.89,"r":10.84},"acceleration":{"x":-1294,"y":-3403,"z":4350}}
0.2:{"time":172728,"ypr":{"y":-17.90,"p":13.16,"r":11.36},"acceleration":{"x":-1217,"y":-3155,"z":4314}}
0.2:{"time":172743,"ypr":{"y":-18.79,"p":14.68,"r":11.88},"acceleration":{"x":-567,"y":-2461,"z":4477}}
0.2:{"time":172758,"ypr":{"y":-19.63,"p":16.06,"r":12.36},"acceleration":{"x":149,"y":-1885,"z":4813}}
0.2:{"time":172773,"ypr":{"y":-20.38,"p":17.05,"r":12.80},"acceleration":{"x":716,"y":-1695,"z":4948}}
0.2:{"time":172788,"ypr":{"y":-21.05,"p":17.58,"r":13.26},"acceleration":{"x":837,"y":-1817,"z":4830}}
0.2:{"time":172803,"ypr":{"y":-21.67,"p":17.81,"r":13.76},"acceleration":{"x":554,"y":-2106,"z":4878}}
0.2:{"time":172818,"ypr":{"y":-22.29,"p":18.04,"r":14.35},"acceleration":{"x":378,"y":-2067,"z":5173}}
0.2:{"time":172833,"ypr":{"y":-22.87,"p":18.19,"r":14.92},"acceleration":{"x":241,"y":-1804,"z":5280}}
0.2:{"time":172848,"ypr":{"y":-23.41,"p":18.18,"r":15.34},"acceleration":{"x":49,"y":-1655,"z":5358}}
0.2:{"time":172863,"ypr":{"y":-23.98,"p":18.20,"r":15.52},"acceleration":{"x":243,"y":-1713,"z":5765}}
0.2:{"time":172878,"ypr":{"y":-24.52,"p":18.15,"r":15.63},"acceleration":{"x":613,"y":-1661,"z":5995}}
0.2:{"time":172893,"ypr":{"y":-25.00,"p":17.94,"r":15.62},"acceleration":{"x":860,"y":-1589,"z":5990}}
0.2:{"time":172908,"ypr":{"y":-25.47,"p":17.59,"r":15.61},"acceleration":{"x":967,"y":-1579,"z":5917}}
0.2:{"time":172923,"ypr":{"y":-25.91,"p":17.12,"r":15.63},"acceleration":{"x":1001,"y":-1584,"z":5712}}
0.2:{"time":172938,"ypr":{"y":-26.34,"p":16.53,"r":15.75},"acceleration":{"x":1058,"y":-1588,"z":5468}}
0.2:{"time":172953,"ypr":{"y":-26.74,"p":15.92,"r":15.92},"acceleration":{"x":1144,"y":-1499,"z":5397}}
0.2:{"time":172968,"ypr":{"y":-27.10,"p":15.22,"r":16.12},"acceleration":{"x":1268,"y":-1290,"z":5323}}
0.2:{"time":172983,"ypr":{"y":-27.38,"p":14.36,"r":16.24},"acceleration":{"x":1165,"y":-1109,"z":5220}}
0.2:{"time":172998,"ypr":{"y":-27.61,"p":13.43,"r":16.19},"acceleration":{"x":968,"y":-1181,"z":5302}}
0.2:{"time":173014,"ypr":{"y":-27.78,"p":12.48,"r":16.05},"acceleration":{"x":711,"y":-1392,"z":5303}}
0.2:{"time":173028,"ypr":{"y":-27.94,"p":11.70,"r":15.79},"acceleration":{"x":559,"y":-1688,"z":5267}}
0.2:{"time":173043,"ypr":{"y":-28.10,"p":11.13,"r":15.45},"acceleration":{"x":641,"y":-1951,"z":5239}}
0.2:{"time":173059,"ypr":{"y":-28.32,"p":10.78,"r":15.15},"acceleration":{"x":1002,"y":-2063,"z":5097}}
0.2:{"time":173073,"ypr":{"y":-28.56,"p":10.58,"r":14.96},"acceleration":{"x":1568,"y":-1929,"z":5046}}
0.2:{"time":173088,"ypr":{"y":-28.78,"p":10.30,"r":14.78},"acceleration":{"x":2201,"y":-1675,"z":5168}}
0.2:{"time":173103,"ypr":{"y":-28.88,"p":9.68,"r":14.58},"acceleration":{"x":2599,"y":-1417,"z":5252}}
0.2:{"time":173118,"ypr":{"y":-28.81,"p":8.55,"r":14.38},"acceleration":{"x":2694,"y":-1351,"z":5116}}
0.2:{"time":173133,"ypr":{"y":-28.73,"p":7.13,"r":14.21},"acceleration":{"x":2593,"y":-1325,"z":4967}}
0.2:{"time":173148,"ypr":{"y":-28.70,"p":5.67,"r":14.01},"acceleration":{"x":2665,"y":-1365,"z":4893}}
0.2:{"time":173163,"ypr":{"y":-28.73,"p":4.15,"r":13.88},"acceleration":{"x":2513,"y":-1535,"z":4627}}
0.2:{"time":173178,"ypr":{"y":-28.91,"p":2.68,"r":13.94},"acceleration":{"x":2008,"y":-1594,"z":4874}}
0.2:{"time":173193,"ypr":{"y":-29.23,"p":1.19,"r":14.06},"acceleration":{"x":1138,"y":-1550,"z":5298}}
0.2:{"time":173208,"ypr":{"y":-29.55,"p":-0.20,"r":14.18},"acceleration":{"x":-135,"y":-1439,"z":5499}}
0.2:{"time":173223,"ypr":{"y":-29.78,"p":-1.17,"r":14.14},"acceleration":{"x":-1320,"y":-1376,"z":5593}}
0.2:{"time":173238,"ypr":{"y":-29.93,"p":-1.60,"r":13.93},"acceleration":{"x":-2013,"y":-1384,"z":5573}}
0.2:{"time":173253,"ypr":{"y":-30.10,"p":-1.43,"r":13.61},"acceleration":{"x":-2002,"y":-1351,"z":5331}}
0.2:{"time":173268,"ypr":{"y":-30.34,"p":-0.87,"r":13.28},"acceleration":{"x":-1524,"y":-1120,"z":5184}}
0.2:{"time":173283,"ypr":{"y":-30.63,"p":-0.29,"r":12.98},"acceleration":{"x":-817,"y":-893,"z":5097}}
0.2:{"time":173298,"ypr":{"y":-30.94,"p":0.13,"r":12.74},"acceleration":{"x":-258,"y":-647,"z":5082}}
0.2:{"time":173314,"ypr":{"y":-31.26,"p":0.34,"r":12.38},"acceleration":{"x":226,"y":-624,"z":5168}}
0.2:{"time":173328,"ypr":{"y":-31.54,"p":0.36,"r":11.99},"acceleration":{"x":543,"y":-781,"z":5244}}
0.2:{"time":173343,"ypr":{"y":-31.77,"p":0.25,"r":11.69},"acceleration":{"x":627,"y":-967,"z":5291}}
0.2:{"time":173359,"ypr":{"y":-31.94,"p":0.08,"r":11.47},"acceleration":{"x":561,"y":-1223,"z":5412}}
0.2:{"time":173373,"ypr":{"y":-32.07,"p":-0.01,"r":11.36},"acceleration":{"x":492,"y":-1461,"z":5528}}
0.2:{"time":173388,"ypr":{"y":-32.15,"p":-0.01,"r":11.37},"acceleration":{"x":498,"y":-1566,"z":5597}}
0.2:{"time":173404,"ypr":{"y":-32.17,"p":0.06,"r":11.43},"acceleration":{"x":652,"y":-1562,"z":5718}}
0.2:{"time":173418,"ypr":{"y":-32.10,"p":0.20,"r":11.55},"acceleration":{"x":917,"y":-1405,"z":5691}}
0.2:{"time":173433,"ypr":{"y":-31.99,"p":0.27,"r":11.72},"acceleration":{"x":1146,"y":-1094,"z":5593}}
0.2:{"time":173449,"ypr":{"y":-31.86,"p":0.16,"r":11.82},"acceleration":{"x":1229,"y":-884,"z":5555}}
0.2:{"time":173463,"ypr":{"y":-31.70,"p":-0.08,"r":11.77},"acceleration":{"x":1298,"y":-874,"z":5578}}
0.2:{"time":173478,"ypr":{"y":-31.50,"p":-0.38,"r":11.69},"acceleration":{"x":1352,"y":-974,"z":5568}}
0.2:{"time":173493,"ypr":{"y":-31.25,"p":-0.71,"r":11.64},"acceleration":{"x":1351,"y":-1049,"z":5514}}
0.2:{"time":173508,"ypr":{"y":-31.00,"p":-1.03,"r":11.62},"acceleration":{"x":1374,"y":-1122,"z":5442}}
0.2:{"time":173523,"ypr":{"y":-30.76,"p":-1.33,"r":11.62},"acceleration":{"x":1396,"y":-1225,"z":5374}}
0.2:{"time":173538,"ypr":{"y":-30.55,"p":-1.57,"r":11.67},"acceleration":{"x":1355,"y":-1293,"z":5347}}
0.2:{"time":173553,"ypr":{"y":-30.40,"p":-1.74,"r":11.75},"acceleration":{"x":1296,"y":-1292,"z":5279}}
0.2:{"time":173569,"ypr":{"y":-30.29,"p":-1.82,"r":11.83},"acceleration":{"x":1284,"y":-1206,"z":5167}}
0.2:{"time":173583,"ypr":{"y":-30.22,"p":-1.85,"r":11.90},"acceleration":{"x":1392,"y":-1083,"z":5050}}
0.2:{"time":173598,"ypr":{"y":-30.18,"p":-1.87,"r":12.00},"acceleration":{"x":1519,"y":-979,"z":4979}}
0.2:{"time":173614,"ypr":{"y":-30.15,"p":-1.93,"r":12.08},"acceleration":{"x":1603,"y":-955,"z":5050}}
0.2:{"time":173628,"ypr":{"y":-30.15,"p":-2.01,"r":12.16},"acceleration":{"x":1695,"y":-950,"z":5145}}
0.2:{"time":173643,"ypr":{"y":-30.18,"p":-2.05,"r":12.23},"acceleration":{"x":1854,"y":-869,"z":5235}}
0.2:{"time":173659,"ypr":{"y":-30.21,"p":-2.11,"r":12.32},"acceleration":{"x":2077,"y":-722,"z":5328}}
0.2:{"time":173673,"ypr":{"y":-30.22,"p":-2.27,"r":12.38},"acceleration":{"x":2323,"y":-617,"z":5309}}
0.2:{"time":173688,"ypr":{"y":-30.22,"p":-2.58,"r":12.43},"acceleration":{"x":2539,"y":-603,"z":5309}}
0.2:{"time":173704,"ypr":{"y":-30.19,"p":-3.06,"r":12.47},"acceleration":{"x":2653,"y":-689,"z":5361}}
0.2:{"time":173718,"ypr":{"y":-30.11,"p":-3.65,"r":12.49},"acceleration":{"x":2575,"y":-729,"z":5399}}
0.2:{"time":173733,"ypr":{"y":-30.02,"p":-4.32,"r":12.42},"acceleration":{"x":2332,"y":-753,"z":5405}}
0.2:{"time":173749,"ypr":{"y":-29.90,"p":-5.08,"r":12.31},"acceleration":{"x":1939,"y":-937,"z":5438}}
0.2:{"time":173763,"ypr":{"y":-29.72,"p":-5.66,"r":12.21},"acceleration":{"x":1631,"y":-1202,"z":5599}}
0.2:{"time":173778,"ypr":{"y":-29.51,"p":-5.93,"r":12.13},"acceleration":{"x":1556,"y":-1291,"z":5452}}
0.2:{"time":173794,"ypr":{"y":-29.21,"p":-6.10,"r":12.00},"acceleration":{"x":1525,"y":-1234,"z":5243}}
0.2:{"time":173808,"ypr":{"y":-28.78,"p":-6.19,"r":11.88},"acceleration":{"x":1435,"y":-1153,"z":5139}}
0.2:{"time":173824,"ypr":{"y":-28.23,"p":-6.22,"r":11.86},"acceleration":{"x":1362,"y":-910,"z":5043}}
0.2:{"time":173839,"ypr":{"y":-27.68,"p":-6.20,"r":11.81},"acceleration":{"x":1547,"y":-534,"z":5019}}
0.2:{"time":173853,"ypr":{"y":-27.20,"p":-6.27,"r":11.64},"acceleration":{"x":1914,"y":-363,"z":5011}}
0.2:{"time":173869,"ypr":{"y":-26.80,"p":-6.56,"r":11.44},"acceleration":{"x":2234,"y":-484,"z":4856}}
0.2:{"time":173884,"ypr":{"y":-26.45,"p":-7.09,"r":11.20},"acceleration":{"x":2262,"y":-859,"z":4680}}
0.2:{"time":173898,"ypr":{"y":-26.15,"p":-7.76,"r":10.91},"acceleration":{"x":2115,"y":-1500,"z":4878}}
0.2:{"time":173914,"ypr":{"y":-25.73,"p":-8.44,"r":10.71},"acceleration":{"x":1715,"y":-2087,"z":5122}}
0.2:{"time":173929,"ypr":{"y":-25.13,"p":-8.82,"r":10.63},"acceleration":{"x":1130,"y":-2609,"z":5579}}
0.2:{"time":173943,"ypr":{"y":-24.39,"p":-8.67,"r":10.75},"acceleration":{"x":695,"y":-2784,"z":5754}}
0.2:{"time":173959,"ypr":{"y":-23.54,"p":-8.12,"r":11.06},"acceleration":{"x":558,"y":-2511,"z":5758}}
0.2:{"time":173973,"ypr":{"y":-22.57,"p":-7.45,"r":11.42},"acceleration":{"x":608,"y":-2158,"z":5671}}
0.2:{"time":173988,"ypr":{"y":-21.47,"p":-6.78,"r":11.88},"acceleration":{"x":807,"y":-1747,"z":5470}}
0.2:{"time":174004,"ypr":{"y":-20.30,"p":-6.24,"r":12.38},"acceleration":{"x":1021,"y":-1269,"z":5204}}
0.2:{"time":174018,"ypr":{"y":-19.07,"p":-5.92,"r":12.77},"acceleration":{"x":1162,"y":-892,"z":4983}}
0.2:{"time":174033,"ypr":{"y":-17.72,"p":-5.84,"r":12.94},"acceleration":{"x":1293,"y":-891,"z":4966}}
0.2:{"time":174049,"ypr":{"y":-16.22,"p":-5.89,"r":13.13},"acceleration":{"x":1317,"y":-1051,"z":4823}}
0.2:{"time":174063,"ypr":{"y":-14.67,"p":-6.02,"r":13.27},"acceleration":{"x":1190,"y":-1248,"z":5141}}
0.2:{"time":174078,"ypr":{"y":-13.16,"p":-5.95,"r":13.30},"acceleration":{"x":1132,"y":-1449,"z":5430}}
0.2:{"time":174094,"ypr":{"y":-11.75,"p":-5.59,"r":13.34},"acceleration":{"x":1519,"y":-1319,"z":5467}}
0.2:{"time":174108,"ypr":{"y":-10.40,"p":-5.33,"r":13.33},"acceleration":{"x":1765,"y":-1225,"z":5358}}
0.2:{"time":174124,"ypr":{"y":-9.10,"p":-5.18,"r":13.17},"acceleration":{"x":1761,"y":-1423,"z":5207}}
0.2:{"time":174139,"ypr":{"y":-7.88,"p":-4.96,"r":13.01},"acceleration":{"x":1610,"y":-1622,"z":4989}}
0.2:{"time":174153,"ypr":{"y":-6.83,"p":-4.61,"r":12.95},"acceleration":{"x":1439,"y":-1606,"z":4640}}
0.2:{"time":174169,"ypr":{"y":-6.02,"p":-4.11,"r":12.94},"acceleration":{"x":1473,"y":-1451,"z":4696}}
0.2:{"time":174184,"ypr":{"y":-5.41,"p":-3.60,"r":12.81},"acceleration":{"x":1526,"y":-1479,"z":5015}}
0.2:{"time":174198,"ypr":{"y":-4.97,"p":-3.16,"r":12.66},"acceleration":{"x":1498,"y":-1396,"z":5141}}
0.2:{"time":174214,"ypr":{"y":-4.72,"p":-2.79,"r":12.34},"acceleration":{"x":1516,"y":-1312,"z":5310}}
0.2:{"time":174229,"ypr":{"y":-4.59,"p":-2.51,"r":11.90},"acceleration":{"x":1623,"y":-1392,"z":5412}}
0.2:{"time":174243,"ypr":{"y":-4.54,"p":-2.36,"r":11.41},"acceleration":{"x":1621,"y":-1580,"z":5426}}
0.2:{"time":174259,"ypr":{"y":-4.45,"p":-2.31,"r":10.94},"acceleration":{"x":1443,"y":-1810,"z":5383}}
0.2:{"time":174274,"ypr":{"y":-4.30,"p":-2.34,"r":10.61},"acceleration":{"x":1058,"y":-1854,"z":5205}}
0.2:{"time":174288,"ypr":{"y":-4.08,"p":-2.29,"r":10.40},"acceleration":{"x":738,"y":-1681,"z":4915}}
0.2:{"time":174304,"ypr":{"y":-3.75,"p":-2.10,"r":10.26},"acceleration":{"x":603,"y":-1438,"z":4733}}
0.2:{"time":174319,"ypr":{"y":-3.37,"p":-1.82,"r":10.19},"acceleration":{"x":670,"y":-1308,"z":4711}}
0.2:{"time":174333,"ypr":{"y":-3.05,"p":-1.54,"r":10.12},"acceleration":{"x":810,"y":-1365,"z":5136}}
0.2:{"time":174349,"ypr":{"y":-2.83,"p":-1.19,"r":10.11},"acceleration":{"x":1126,"y":-1401,"z":5427}}
0.2:{"time":174364,"ypr":{"y":-2.70,"p":-0.97,"r":10.07},"acceleration":{"x":1348,"y":-1471,"z":5453}}
0.2:{"time":174379,"ypr":{"y":-2.62,"p":-0.92,"r":10.02},"acceleration":{"x":1511,"y":-1657,"z":5521}}
0.2:{"time":174394,"ypr":{"y":-2.53,"p":-1.00,"r":10.03},"acceleration":{"x":1731,"y":-1807,"z":5535}}
0.2:{"time":174408,"ypr":{"y":-2.43,"p":-1.22,"r":10.14},"acceleration":{"x":2034,"y":-1801,"z":5362}}
0.2:{"time":174424,"ypr":{"y":-2.31,"p":-1.68,"r":10.29},"acceleration":{"x":2085,"y":-1603,"z":5048}}
0.2:{"time":174439,"ypr":{"y":-2.24,"p":-2.32,"r":10.47},"acceleration":{"x":1805,"y":-1156,"z":4909}}
0.2:{"time":174453,"ypr":{"y":-2.12,"p":-3.09,"r":10.55},"acceleration":{"x":1374,"y":-793,"z":5055}}
0.2:{"time":174469,"ypr":{"y":-1.97,"p":-3.87,"r":10.48},"acceleration":{"x":829,"y":-702,"z":5065}}
0.2:{"time":174484,"ypr":{"y":-1.86,"p":-4.47,"r":10.26},"acceleration":{"x":549,"y":-964,"z":5089}}
0.2:{"time":174498,"ypr":{"y":-1.81,"p":-4.88,"r":10.01},"acceleration":{"x":559,"y":-1439,"z":5116}}
0.2:{"time":174514,"ypr":{"y":-1.85,"p":-5.16,"r":9.88},"acceleration":{"x":711,"y":-1853,"z":5213}}
0.2:{"time":174529,"ypr":{"y":-1.99,"p":-5.36,"r":9.86},"acceleration":{"x":995,"y":-2074,"z":5215}}
0.2:{"time":174543,"ypr":{"y":-2.25,"p":-5.60,"r":9.90},"acceleration":{"x":1268,"y":-2080,"z":5094}}
0.2:{"time":174559,"ypr":{"y":-2.61,"p":-5.92,"r":9.99},"acceleration":{"x":1430,"y":-1869,"z":5041}}
0.2:{"time":174574,"ypr":{"y":-3.03,"p":-6.43,"r":10.10},"acceleration":{"x":1504,"y":-1552,"z":4996}}
0.2:{"time":174588,"ypr":{"y":-3.48,"p":-7.13,"r":10.10},"acceleration":{"x":1420,"y":-1382,"z":4853}}
0.2:{"time":174604,"ypr":{"y":-3.96,"p":-7.97,"r":10.02},"acceleration":{"x":1179,"y":-1366,"z":4917}}
0.2:{"time":174619,"ypr":{"y":-4.51,"p":-8.86,"r":9.92},"acceleration":{"x":890,"y":-1654,"z":5015}}
0.2:{"time":174633,"ypr":{"y":-5.11,"p":-9.76,"r":9.86},"acceleration":{"x":792,"y":-2110,"z":4895}}
0.2:{"time":174649,"ypr":{"y":-5.64,"p":-10.61,"r":9.86},"acceleration":{"x":518,"y":-2856,"z":4632}}
0.2:{"time":174664,"ypr":{"y":-6.05,"p":-11.07,"r":10.14},"acceleration":{"x":386,"y":-3501,"z":4540}}
0.2:{"time":174679,"ypr":{"y":-6.40,"p":-11.17,"r":10.83},"acceleration":{"x":221,"y":-3616,"z":4401}}
0.2:{"time":174694,"ypr":{"y":-6.56,"p":-10.82,"r":11.91},"acceleration":{"x":-93,"y":-2827,"z":3878}}
0.2:{"time":174709,"ypr":{"y":-6.57,"p":-10.12,"r":13.00},"acceleration":{"x":-53,"y":-1622,"z":3853}}
0.2:{"time":174724,"ypr":{"y":-6.41,"p":-9.47,"r":13.77},"acceleration":{"x":256,"y":-928,"z":4379}}
0.2:{"time":174739,"ypr":{"y":-6.05,"p":-8.90,"r":14.21},"acceleration":{"x":1021,"y":-1139,"z":5200}}
0.2:{"time":174754,"ypr":{"y":-5.36,"p":-8.55,"r":14.59},"acceleration":{"x":1916,"y":-2122,"z":6008}}
0.2:{"time":174769,"ypr":{"y":-4.30,"p":-8.54,"r":14.95},"acceleration":{"x":2350,"y":-3274,"z":6411}}
0.2:{"time":174784,"ypr":{"y":-3.02,"p":-8.79,"r":15.28},"acceleration":{"x":2227,"y":-3901,"z":6754}}
0.2:{"time":174799,"ypr":{"y":-1.48,"p":-9.00,"r":15.56},"acceleration":{"x":1646,"y":-3888,"z":6920}}
0.2:{"time":174814,"ypr":{"y":0.18,"p":-9.04,"r":15.82},"acceleration":{"x":757,"y":-2934,"z":6958}}
0.2:{"time":174829,"ypr":{"y":1.72,"p":-8.61,"r":15.79},"acceleration":{"x":210,"y":-1736,"z":6760}}
0.2:{"time":174843,"ypr":{"y":3.16,"p":-7.73,"r":15.59},"acceleration":{"x":144,"y":-617,"z":5919}}
0.2:{"time":174859,"ypr":{"y":4.55,"p":-6.49,"r":15.06},"acceleration":{"x":564,"y":-82,"z":4932}}
0.2:{"time":174874,"ypr":{"y":5.84,"p":-5.01,"r":14.29},"acceleration":{"x":1341,"y":-275,"z":4137}}
0.2:{"time":174888,"ypr":{"y":6.98,"p":-3.44,"r":13.43},"acceleration":{"x":2377,"y":-657,"z":3828}}
0.2:{"time":174904,"ypr":{"y":8.16,"p":-2.13,"r":12.51},"acceleration":{"x":3183,"y":-746,"z":3410}}
0.2:{"time":174919,"ypr":{"y":9.46,"p":-1.44,"r":11.64},"acceleration":{"x":3898,"y":-886,"z":4165}}
0.2:{"time":174934,"ypr":{"y":10.80,"p":-2.00,"r":11.05},"acceleration":{"x":3690,"y":-853,"z":5647}}
0.2:{"time":174949,"ypr":{"y":12.01,"p":-3.50,"r":10.43},"acceleration":{"x":2083,"y":-1264,"z":6506}}
0.2:{"time":174964,"ypr":{"y":12.95,"p":-5.09,"r":9.77},"acceleration":{"x":238,"y":-1719,"z":7092}}
0.2:{"time":174979,"ypr":{"y":13.85,"p":-5.93,"r":9.39},"acceleration":{"x":-566,"y":-1790,"z":7178}}
0.2:{"time":174994,"ypr":{"y":14.63,"p":-6.36,"r":9.13},"acceleration":{"x":-905,"y":-1640,"z":6627}}
0.2:{"time":175009,"ypr":{"y":15.30,"p":-6.57,"r":8.94},"acceleration":{"x":-1058,"y":-1484,"z":6055}}
0.2:{"time":175024,"ypr":{"y":15.80,"p":-6.54,"r":8.82},"acceleration":{"x":-1124,"y":-1363,"z":5602}}
0.2:{"time":175039,"ypr":{"y":15.99,"p":-6.22,"r":8.91},"acceleration":{"x":-853,"y":-1220,"z":5198}}
0.2:{"time":175054,"ypr":{"y":15.85,"p":-5.78,"r":9.10},"acceleration":{"x":-511,"y":-946,"z":4811}}
0.2:{"time":175069,"ypr":{"y":15.56,"p":-5.32,"r":9.15},"acceleration":{"x":-218,"y":-872,"z":4695}}
0.2:{"time":175084,"ypr":{"y":15.26,"p":-4.83,"r":9.08},"acceleration":{"x":112,"y":-978,"z":4778}}
0.2:{"time":175099,"ypr":{"y":15.02,"p":-4.43,"r":8.89},"acceleration":{"x":516,"y":-1175,"z":5001}}
0.2:{"time":175114,"ypr":{"y":14.86,"p":-4.26,"r":8.54},"acceleration":{"x":744,"y":-1458,"z":5052}}
0.2:{"time":175129,"ypr":{"y":14.78,"p":-4.34,"r":8.11},"acceleration":{"x":861,"y":-1740,"z":5110}}
0.2:{"time":175144,"ypr":{"y":14.71,"p":-4.64,"r":7.67},"acceleration":{"x":936,"y":-1976,"z":5095}}
0.2:{"time":175159,"ypr":{"y":14.55,"p":-5.12,"r":7.39},"acceleration":{"x":751,"y":-1813,"z":5212}}
0.2:{"time":175174,"ypr":{"y":14.17,"p":-5.66,"r":7.23},"acceleration":{"x":670,"y":-1104,"z":5160}}
0.2:{"time":175190,"ypr":{"y":13.68,"p":-6.35,"r":6.89},"acceleration":{"x":101,"y":-417,"z":4916}}
0.2:{"time":175204,"ypr":{"y":13.08,"p":-6.95,"r":6.45},"acceleration":{"x":-416,"y":40,"z":4592}}
0.2:{"time":175219,"ypr":{"y":12.38,"p":-7.47,"r":5.92},"acceleration":{"x":-960,"y":248,"z":4162}}
0.2:{"time":175235,"ypr":{"y":11.51,"p":-7.82,"r":5.36},"acceleration":{"x":-1530,"y":226,"z":3847}}
0.2:{"time":175249,"ypr":{"y":10.38,"p":-7.93,"r":4.79},"acceleration":{"x":-2181,"y":247,"z":3547}}
0.2:{"time":175264,"ypr":{"y":8.98,"p":-7.66,"r":4.13},"acceleration":{"x":-2886,"y":137,"z":3703}}
0.2:{"time":175279,"ypr":{"y":7.52,"p":-6.83,"r":3.73},"acceleration":{"x":-3428,"y":-281,"z":5137}}
0.2:{"time":175294,"ypr":{"y":6.21,"p":-4.94,"r":4.06},"acceleration":{"x":-3237,"y":-486,"z":6272}}
0.2:{"time":175309,"ypr":{"y":5.04,"p":-1.94,"r":4.42},"acceleration":{"x":-1732,"y":-1276,"z":6789}}
0.2:{"time":175324,"ypr":{"y":3.93,"p":1.00,"r":4.73},"acceleration":{"x":40,"y":-2233,"z":6978}}
0.2:{"time":175339,"ypr":{"y":2.69,"p":3.19,"r":5.14},"acceleration":{"x":1197,"y":-2353,"z":6542}}
0.2:{"time":175354,"ypr":{"y":1.46,"p":4.89,"r":5.56},"acceleration":{"x":2068,"y":-2172,"z":6126}}
0.2:{"time":175369,"ypr":{"y":0.40,"p":6.01,"r":5.93},"acceleration":{"x":2465,"y":-1804,"z":5824}}
0.2:{"time":175384,"ypr":{"y":-0.34,"p":6.67,"r":6.20},"acceleration":{"x":2308,"y":-1497,"z":5334}}
0.2:{"time":175399,"ypr":{"y":-0.67,"p":7.20,"r":6.52},"acceleration":{"x":1884,"y":-1367,"z":4889}}
0.2:{"time":175414,"ypr":{"y":-0.69,"p":7.55,"r":6.97},"acceleration":{"x":1256,"y":-1391,"z":4579}}
0.2:{"time":175429,"ypr":{"y":-0.61,"p":7.82,"r":7.43},"acceleration":{"x":510,"y":-1555,"z":4442}}
0.2:{"time":175444,"ypr":{"y":-0.59,"p":8.16,"r":7.89},"acceleration":{"x":-97,"y":-1741,"z":4419}}
0.2:{"time":175459,"ypr":{"y":-0.67,"p":8.70,"r":8.41},"acceleration":{"x":-420,"y":-1613,"z":4742}}
0.2:{"time":175474,"ypr":{"y":-0.71,"p":9.34,"r":8.90},"acceleration":{"x":-640,"y":-1316,"z":5110}}
0.2:{"time":175490,"ypr":{"y":-0.64,"p":10.02,"r":9.26},"acceleration":{"x":-979,"y":-1100,"z":5276}}
0.2:{"time":175504,"ypr":{"y":-0.45,"p":10.79,"r":9.47},"acceleration":{"x":-1301,"y":-1208,"z":5384}}
0.2:{"time":175519,"ypr":{"y":-0.18,"p":11.67,"r":9.61},"acceleration":{"x":-1608,"y":-1561,"z":5371}}
0.2:{"time":175535,"ypr":{"y":0.16,"p":12.75,"r":9.71},"acceleration":{"x":-1893,"y":-2073,"z":5243}}
0.2:{"time":175549,"ypr":{"y":0.59,"p":14.03,"r":9.92},"acceleration":{"x":-1962,"y":-2410,"z":5164}}
0.2:{"time":175564,"ypr":{"y":1.19,"p":15.34,"r":10.30},"acceleration":{"x":-2223,"y":-2554,"z":4944}}
0.2:{"time":175580,"ypr":{"y":1.69,"p":16.79,"r":10.84},"acceleration":{"x":-1820,"y":-2155,"z":4707}}
0.2:{"time":175594,"ypr":{"y":2.16,"p":18.20,"r":11.50},"acceleration":{"x":-1046,"y":-1217,"z":4689}}
0.2:{"time":175609,"ypr":{"y":2.69,"p":19.45,"r":11.92},"acceleration":{"x":-153,"y":-557,"z":4957}}
0.2:{"time":175625,"ypr":{"y":3.23,"p":20.33,"r":12.11},"acceleration":{"x":809,"y":-350,"z":5120}}
